New York,New York|100
Los Angeles,California|100
Chicago,Illinois|100
Houston,Texas|100
Phoenix,Arizona|100
Philadelphia,Pennsylvania|100
San Antonio,Texas|100
San Diego,California|100
Dallas,Texas|100
San Jose,California|100
Austin,Texas|100
Jacksonville,Florida|100
Fort Worth,Texas|100
Columbus,Ohio|100
Indianapolis,Indiana|100
Charlotte,North Carolina|100
San Francisco,California|100
Seattle,Washington|100
Denver,Colorado|100
Washington,District of Columbia|100
Nashville,Tennessee|100
Oklahoma City,Oklahoma|100
El Paso,Texas|100
Boston,Massachusetts|100
Portland,Oregon|100
Las Vegas,Nevada|100
Detroit,Michigan|100
Memphis,Tennessee|100
Louisville,Kentucky|100
Baltimore,Maryland|100
Milwaukee,Wisconsin|100
Albuquerque,New Mexico|100
Tucson,Arizona|100
Fresno,California|100
Sacramento,California|100
Kansas City,Missouri|100
Mesa,Arizona|100
Atlanta,Georgia|100
Omaha,Nebraska|100
Colorado Springs,Colorado|100
Raleigh,North Carolina|100
Long Beach,California|100
Virginia Beach,Virginia|100
Miami,Florida|100
Oakland,California|100
Minneapolis,Minnesota|100
Tulsa,Oklahoma|100
Bakersfield,California|100
Wichita,Kansas|100
Arlington,Texas|100
Aurora,Colorado|100
Tampa,Florida|100
New Orleans,Louisiana|100
Cleveland,Ohio|100
Honolulu,Hawaii|100
Anaheim,California|100
Lexington,Kentucky|100
Stockton,California|100
Corpus Christi,Texas|100
Henderson,Nevada|100
Riverside,California|100
Newark,New Jersey|100
Saint Paul,Minnesota|100
Santa Ana,California|100
Cincinnati,Ohio|100
Irvine,California|100
Orlando,Florida|100
Pittsburgh,Pennsylvania|100
St. Louis,Missouri|100
Greensboro,North Carolina|100
Jersey City,New Jersey|100
Anchorage,Alaska|100
Lincoln,Nebraska|100
Plano,Texas|100
Durham,North Carolina|100
Buffalo,New York|100
Chandler,Arizona|100
Chula Vista,California|100
Toledo,Ohio|100
Madison,Wisconsin|100
Gilbert,Arizona|100
Reno,Nevada|100
Fort Wayne,Indiana|100
North Las Vegas,Nevada|100
St. Petersburg,Florida|100
Lubbock,Texas|100
Irving,Texas|100
Laredo,Texas|100
Winston–Salem,North Carolina|100
Chesapeake,Virginia|100
Glendale,Arizona|100
Garland,Texas|100
Scottsdale,Arizona|100
Norfolk,Virginia|100
Boise,Idaho|100
Fremont,California|100
Spokane,Washington|100
Santa Clarita,California|100
Baton Rouge,Louisiana|100
Richmond,Virginia|100
